id,earliest_cr_line,revol_bal,total_pymnt,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
666052,4-Dec,2831,8832.388823,6/1/2013,2175.71,7/1/2013
666077,Oct-96,4863,8038.116621,2/1/2014,245.94,5/1/2016
666097,1-Apr,11235,12590.48108,1/1/2014,718.71,11/1/2015
666129,Oct-98,23791,21249.47389,2/1/2014,678.76,2/1/2014
666141,5-Dec,6420,5050.757678,8/1/2011,4270.09,2/1/2015
666169,1-Sep,13618,37391.81,2/1/2016,623.01,2/1/2016
666196,Jan-99,5021,4072.5,11/1/2011,1108.67,7/1/2014
666215,Sep-95,962,7790.567619,7/1/2013,1723.65,7/1/2013
666244,4-Oct,4607,4330.891758,5/1/2012,17.2,5/1/2012
666283,Jan-94,13082,829.52,10/1/2011,103.75,5/1/2016
666295,Sep-00,6097,11043.17646,3/1/2013,3620.18,11/1/2014
666299,4-Jun,11495,11679.9444,2/1/2014,333.34,2/1/2014
666332,Dec-98,754,2053.338708,1/1/2013,1107.57,8/1/2015
666334,May-85,8655,21537.76003,5/1/2015,3465.7,6/1/2015
666337,4-May,33036,50513.52,2/1/2016,842.34,5/1/2016
666345,Jan-81,4657,9512.940005,4/1/2015,1658.41,5/1/2015
666355,Dec-89,7578,1752.2,1/1/2012,175.9,4/1/2016
666364,Mar-00,4241,1392,10/1/2011,174.02,4/1/2016
666366,1-Dec,13449,6491.86,3/1/2011,6492.51,3/1/2011
666388,3-Mar,1438,7442.009238,12/1/2012,2992.47,12/1/2012
666395,3-Aug,11469,13935.68613,1/1/2014,776.99,2/1/2014
666407,Oct-98,3946,12680.99417,3/1/2014,376.55,3/1/2014
666424,Oct-98,1373,8902.283102,2/1/2016,147.86,4/1/2016
666427,7-Feb,2127,4482.875584,10/1/2014,1166.31,11/1/2014
666437,Oct-98,11030,24559.39674,5/1/2013,6578.5,10/1/2015
666443,Sep-97,8000,27324.93135,2/1/2012,18371.07,2/1/2015
666465,Feb-95,5905,1074.793829,5/1/2012,641.74,11/1/2015
666468,Oct-96,3962,18269.68,1/1/2015,3959.84,1/1/2015
666473,Jun-95,1560,4886.46727,2/1/2014,149.52,2/1/2014
666481,Jan-92,81076,17425.52771,2/1/2014,540.86,2/1/2014
666496,Dec-96,33771,7073.703155,3/1/2014,2594.33,3/1/2014
666530,Nov-97,56733,8120.921692,2/1/2013,4801.24,3/1/2013
666533,Oct-87,28166,13924.69138,7/1/2013,3033.65,5/1/2016
666584,1-Nov,2628,7045.52028,2/1/2014,213.2,2/1/2014
666590,Apr-86,25325,27876.35711,5/1/2012,16451.18,5/1/2016
666595,5-Feb,6534,15727.76127,12/1/2011,10394.72,5/1/2016
666599,Jan-95,14217,13866.25731,2/1/2014,416.57,5/1/2016
666607,5-Feb,8809,5197.719823,2/1/2014,149.71,4/1/2016
666614,Aug-97,27597,32409.15,4/1/2016,540.3,5/1/2016
666622,Nov-89,17830,29285.68,1/1/2015,648.38,2/1/2015
666636,6-Mar,2772,5458.90325,2/1/2014,168.9,5/1/2016
666646,4-Mar,1071,4544.935445,2/1/2014,137.39,2/1/2014
666647,2-May,8146,20679.54807,2/1/2014,624.36,5/1/2016
666648,Aug-91,4947,2245.116061,2/1/2014,73.08,2/1/2014
666653,7-Jun,2675,4347.209072,2/1/2014,138.71,2/1/2014
666662,Sep-00,17035,13364.57358,9/1/2012,196.13,1/1/2016
666703,May-98,8020,13675.52134,2/1/2016,227.06,2/1/2016
666705,Jul-00,8062,9905.435925,12/1/2012,31.52,9/1/2015
666717,Oct-97,29533,15950.72261,9/1/2013,2640.55,9/1/2013
666719,7-Apr,8286,11765.36925,11/1/2012,463.84,11/1/2012
666725,Jun-85,7561,19420.6425,1/1/2014,1107.49,1/1/2014
666729,May-82,6262,13600.12,11/1/2014,3450.56,2/1/2016
666742,Apr-95,16231,8899.405711,8/1/2011,7532.64,4/1/2016
666779,Oct-95,25375,11442.58177,6/1/2013,89.43,5/1/2016
666835,3-May,7420,4399.975644,1/1/2012,981.45,2/1/2012
666847,7-Nov,2282,629.72,4/1/2012,45.18,4/1/2016
666898,Jan-95,14253,22077.88004,2/1/2016,367.65,3/1/2016
666920,Feb-98,14428,22717.49718,11/1/2012,9753.55,11/1/2012
666941,5-Mar,8172,7296.724512,2/1/2014,240.76,2/1/2014
666953,Dec-97,5146,12731.08009,7/1/2013,6279.24,8/1/2013
666959,Dec-00,660,14793.05999,4/1/2015,227.47,4/1/2015
666970,2-Aug,2233,5840.076839,2/1/2014,167.53,2/1/2014
666976,1-Oct,1016,10800.47001,2/1/2016,179.88,5/1/2016
666990,Nov-96,68981,18438.6399,2/1/2013,6457.43,5/1/2016
666996,Dec-95,22617,17027.42,6/1/2014,760.63,5/1/2016
666999,Jul-00,1387,1339.695738,2/1/2014,41.62,2/1/2014
667056,Mar-99,10106,17446.3486,3/1/2012,12669.68,3/1/2012
667062,Aug-70,53989,28408.42,10/1/2014,7528.49,10/1/2014
667130,Jun-99,10546,16270.57998,9/1/2014,4641.38,10/1/2014
667139,Jan-96,25355,11320.70407,11/1/2012,4640.59,12/1/2012
667144,Aug-96,14026,7360.457672,2/1/2013,377.18,2/1/2016
667189,Sep-93,9195,8499.971194,2/1/2014,280.09,1/1/2016
667191,Dec-00,15983,13264.78812,3/1/2014,5111.97,3/1/2014
667193,1-Sep,11449,27886.90886,3/1/2014,10275.49,3/1/2016
667200,Jul-93,28796,13677.54324,8/1/2012,9294.19,5/1/2016
667214,Aug-98,3815,13363.16979,9/1/2013,2228,9/1/2013
667247,Nov-89,9112,4879.023349,2/1/2014,147.88,2/1/2014
667291,1-Jun,382,2074.671395,2/1/2016,33.86,2/1/2016
667298,Mar-91,14538,13323.09614,3/1/2014,381.89,5/1/2016
667320,Jun-88,4902,1426,6/1/2011,357.23,4/1/2016
667351,Oct-00,4912,12341.44058,2/1/2014,4873.79,3/1/2014
667352,Feb-88,6104,1811.311859,2/1/2014,57.09,4/1/2015
667392,Aug-98,15476,15560.01,10/1/2012,29.26,12/1/2012
667410,Dec-97,20527,28475.76705,2/1/2014,907.22,2/1/2014
667593,Nov-97,3260,9036.249782,12/1/2012,3656.23,5/1/2016
667595,Apr-90,9347,12857.65383,3/1/2016,213.95,3/1/2016
667624,Mar-92,7411,2089.58,7/1/2011,358.11,5/1/2016
667637,Oct-98,58,1345.641155,11/1/2013,153.27,5/1/2016
667646,Apr-98,3941,4343.344,2/1/2014,128.58,4/1/2016
667654,1-Jun,11089,14057.10206,10/1/2013,1954.07,4/1/2016
667663,Feb-00,19354,7409.441495,2/1/2014,253.14,5/1/2016
667685,5-Aug,5685,18429.17003,2/1/2014,2832.55,2/1/2014
667702,4-Sep,3770,1685.144916,7/1/2013,29.14,11/1/2015
667712,Sep-00,23247,13456.47334,11/1/2013,1551.69,11/1/2013
667752,Mar-95,23129,8812.835674,11/1/2011,6602.34,5/1/2016
667758,Oct-88,5029,7860.878246,2/1/2014,248.63,12/1/2015
667780,Jul-89,26299,13324.78737,3/1/2014,384.5,2/1/2014
667788,4-Apr,2256,2245.187402,2/1/2014,77,2/1/2015
667824,Aug-90,16853,23479.76307,5/1/2014,8078.94,6/1/2014
667833,Oct-98,22455,6970.135802,3/1/2014,212.88,5/1/2016
667850,1-Jul,36705,1151.168681,11/1/2012,727.19,5/1/2016
667864,5-Aug,3716,2336.05353,2/1/2014,67.22,2/1/2014
667870,7-Jul,3662,16495.51995,3/1/2014,3025.53,4/1/2014
667877,3-Mar,13749,14090.97929,2/1/2014,421.73,2/1/2016
667916,Jul-99,8765,6514.883956,2/1/2014,188.91,2/1/2014
667933,Jan-88,27047,21737.31,10/1/2011,685.21,5/1/2016
667961,Jul-99,12391,6423.01,5/1/2011,457.67,5/1/2016
667962,Jun-96,21870,12281.70018,6/1/2011,11170.86,6/1/2011
667963,Jul-00,8376,7377.017518,12/1/2011,5429.99,2/1/2016
668003,Jul-99,11067,23367.47,4/1/2015,459.6,9/1/2015
668020,Oct-00,4066,1850.113855,2/1/2014,58.55,7/1/2015
668038,Jan-99,18794,25423.04866,3/1/2013,13961.93,9/1/2015
668053,Oct-96,14971,4953.597011,4/1/2013,1487.04,5/1/2016
668076,2-Feb,14357,17082.26463,2/1/2014,524.88,7/1/2014
668100,Nov-98,15285,16847.71998,7/1/2015,2028.88,7/1/2015
668101,3-Nov,16098,14522.94414,12/1/2012,5871.95,12/1/2012
668106,5-Oct,7558,7081.873837,1/1/2012,4959.27,1/1/2012
668111,Mar-89,9690,7627.1876,11/1/2012,3314.44,5/1/2016
668144,Feb-77,11441,9273.136749,11/1/2013,1059.45,1/1/2016
668165,Jan-87,26541,11770.48001,2/1/2016,195.86,2/1/2016
668166,Aug-83,89053,53493.50223,7/1/2014,16081.24,7/1/2014
668182,4-Jan,0,5433.527235,11/1/2011,370.13,11/1/2011
668218,Oct-99,2757,5096.195166,4/1/2012,3121.68,5/1/2016
668225,Mar-00,2926,5581.995178,2/1/2014,170.38,7/1/2014
668258,Apr-00,9684,3110.58,11/1/2012,135.99,4/1/2013
668271,May-00,8278,2816.96,10/1/2013,88.03,5/1/2016
668278,Nov-69,11251,9712.127912,3/1/2014,286.39,5/1/2016
668301,1-Jun,9267,11184.47747,9/1/2013,889.6,5/1/2016
668304,Jun-95,33388,11225.8689,2/1/2014,380.99,5/1/2016
668342,1-Feb,35282,16101.48324,12/1/2012,6501.47,12/1/2012
668348,3-Nov,6362,15743.33604,8/1/2013,7440.02,10/1/2015
668390,Mar-99,8652,24889.34996,10/1/2015,2046.8,5/1/2016
668394,3-Nov,3280,7676.185158,3/1/2014,237.77,3/1/2014
668426,Mar-93,28707,3991.443101,1/1/2013,196.51,2/1/2013
668438,May-81,8138,23229.49061,1/1/2014,1335.98,8/1/2015
668450,Aug-00,3710,5338.607221,10/1/2012,2483.02,10/1/2012
668452,Jun-00,26011,37908.64865,2/1/2015,7695.72,3/1/2016
668490,Apr-90,18179,5441.489388,2/1/2012,3721.26,5/1/2016
668513,Feb-92,3335,2648.773936,7/1/2011,1354.28,8/1/2015
668514,Feb-96,19167,11381.43044,2/1/2014,336.07,2/1/2014
668535,2-Feb,2418,6422.068905,4/1/2012,4191.44,5/1/2016
668553,2-Dec,10200,14802.95745,5/1/2013,7476.11,6/1/2013
668586,Jul-98,20932,13526.87667,9/1/2012,6529.42,11/1/2015
668594,Apr-67,51087,45590.58984,2/1/2016,759.45,4/1/2016
668616,Oct-00,4264,11674.23786,2/1/2014,356.54,12/1/2015
668646,4-Feb,14150,30361.64395,2/1/2014,898.58,5/1/2016
668658,Aug-98,10600,12697.72,1/1/2015,2862.24,5/1/2016
668661,Dec-95,24375,16678.12707,9/1/2011,24.12,9/1/2011
668663,Mar-99,7833,11680.22875,2/1/2014,336.04,4/1/2015
668677,Jan-90,9400,8927.060831,12/1/2013,761.61,5/1/2016
668685,May-88,8993,3020.04,2/1/2012,251.8,5/1/2016
668700,Sep-00,1243,13940.10145,3/1/2014,417.86,3/1/2016
668708,Jul-98,3879,13553.67,3/1/2016,225.57,3/1/2016
668727,Aug-95,5928,7860.869255,2/1/2014,246.78,2/1/2014
668787,Dec-88,17253,5431.626059,2/1/2014,171.56,2/1/2014
668826,Jan-95,13225,13101.7088,2/1/2014,412.09,2/1/2014
668827,6-Mar,7549,15474.41601,3/1/2014,439.51,3/1/2014
668830,4-Jul,2804,3367.410205,3/1/2014,111.13,5/1/2016
668836,Oct-00,6639,11163.9607,2/1/2014,336.19,2/1/2014
668841,Dec-99,31675,36942.90851,2/1/2013,11730.77,4/1/2016
668845,Dec-90,337,3541.52971,2/1/2014,116.92,2/1/2014
668882,2-Dec,11072,17785.52003,1/1/2015,4201.97,2/1/2015
668941,May-98,3600,13246.16303,5/1/2013,3237.42,9/1/2015
668955,Mar-98,15715,1004.4,10/1/2011,168.16,5/1/2016
668983,Jan-94,39233,23610.66137,2/1/2014,729.68,5/1/2016
668994,Aug-00,5803,17503.07363,6/1/2014,5585.77,5/1/2016
669002,Oct-96,10178,18002.16002,11/1/2014,4617.7,6/1/2015
669010,Jan-95,18270,11302.31405,9/1/2013,1872.65,7/1/2014
669015,Jan-00,16259,18762.28664,8/1/2012,12572.73,9/1/2012
669037,1-Dec,17913,16236.58996,7/1/2014,5048.63,12/1/2015
669046,May-96,14218,15199.23002,5/1/2015,2480.92,5/1/2015
669057,4-Aug,5461,8955.816537,9/1/2013,1011.8,6/1/2014
669087,Oct-00,4868,2148.38,9/1/2013,66.63,2/1/2014
669128,3-Aug,9384,20609.18545,5/1/2013,10675.86,5/1/2016
669149,May-00,21031,24313.73,10/1/2013,761.1,5/1/2016
669167,1-Jun,33948,21915.56309,2/1/2014,655.59,3/1/2014
669200,May-97,10948,452.82,4/1/2011,116.79,9/1/2011
669201,Dec-98,4907,25461.47669,5/1/2016,289.42,4/1/2016
669203,3-Mar,4477,24633.10762,2/1/2016,409.86,3/1/2016
669210,2-Feb,1862,11163.9474,2/1/2014,336.45,4/1/2016
669219,Dec-98,8478,4769.789606,2/1/2013,1660.98,1/1/2014
669239,Apr-00,14692,23693.07388,3/1/2014,8948.41,3/1/2016
669256,Mar-97,10451,1629.57,2/1/2012,61.62,4/1/2012
669263,Oct-98,3424,16969.26998,5/1/2015,2743.24,6/1/2015
669286,5-Jun,3307,3485.06193,2/1/2014,106.86,7/1/2015
669297,3-Apr,27618,44455.79863,4/1/2013,22899,4/1/2013
669298,May-98,28747,8418.528207,9/1/2011,6916.77,1/1/2014
669325,Jan-98,3348,12868.83483,12/1/2012,5714.59,3/1/2016
669335,Sep-98,11662,13984.61,10/1/2015,1371.83,10/1/2015
669340,1-Jan,3014,11040.73205,6/1/2013,2722.05,5/1/2016
669378,Mar-00,24678,35097.40574,1/1/2014,14230.6,5/1/2016
669394,Aug-99,11294,9416.259991,2/1/2016,156.21,3/1/2016
669400,3-Oct,10974,10500.11439,2/1/2012,961.89,2/1/2012
669409,Dec-98,8606,9978.88805,7/1/2013,889.91,4/1/2016
669413,Jun-98,7221,4089.272607,11/1/2012,1756.68,5/1/2016
669421,Sep-90,10027,5278.94,12/1/2012,240.02,5/1/2016
669424,Oct-85,4672,12560.23616,12/1/2011,9603.59,3/1/2016
669436,Aug-79,9360,7812.813075,11/1/2013,141.7,12/1/2015
669437,Jan-97,63781,23003.53154,1/1/2013,9303.25,2/1/2013
669474,3-Jun,3235,6830.910093,4/1/2014,2484.51,5/1/2016
669492,Dec-95,34967,8440.014577,7/1/2012,4576.6,5/1/2016
669498,7-Feb,0,16527.42064,8/1/2013,7672.27,9/1/2013
669503,4-Nov,4810,5502.554345,5/1/2012,2826.29,5/1/2012
669514,Jul-89,20,25165.12001,1/1/2015,5595.4,3/1/2016
669521,Dec-93,14368,14020.62241,6/1/2012,7991.54,11/1/2012
669546,Jul-93,39035,36856.4401,8/1/2015,4781.96,5/1/2016
669559,4-Dec,7964,21249.9613,2/1/2014,679.36,1/1/2015
669564,Aug-73,20876,7109.6,11/1/2012,33,5/1/2016
669574,3-Nov,13230,22602.31223,9/1/2013,3710.38,10/1/2013
669575,May-95,16793,5097.07001,11/1/2012,306.96,5/1/2013
669579,1-Jan,19570,45953.27993,2/1/2016,765.77,2/1/2016
669582,Jan-94,8703,7747.249577,8/1/2013,1492.61,3/1/2014
669586,5-Jul,4562,15406.81354,5/1/2011,14428.96,5/1/2016
669660,Jul-89,8325,18800.26003,4/1/2015,3594.38,5/1/2016
669678,2-Feb,3130,11068.35001,6/1/2015,847.07,7/1/2015
669714,Oct-98,23311,11198.37001,2/1/2016,371.51,5/1/2016
669732,6-Mar,7083,4349.026809,2/1/2013,122.75,2/1/2013
669735,Apr-97,1108,2232.78987,2/1/2014,66.27,2/1/2014
670022,Jan-95,20731,29532.6,2/1/2014,32.7,6/1/2014
670030,1-Apr,8298,11308.31088,11/1/2012,4877.19,12/1/2013
670036,Apr-75,26794,14016.39345,3/1/2014,403.95,2/1/2014
670037,Oct-88,22488,18359.79998,11/1/2015,1203.64,5/1/2016
670047,Oct-00,4012,11948.42302,12/1/2013,305.26,5/1/2016
670083,Feb-92,22385,19172.31996,3/1/2016,327.73,3/1/2016
670092,Jan-92,1270,12645.44372,8/1/2011,11345.93,8/1/2011
670099,Sep-95,88,8873.981921,11/1/2013,984.13,8/1/2015
670105,5-Oct,8332,1889.1,3/1/2013,71.23,5/1/2016
670110,Mar-99,22801,35614.02,3/1/2016,593.39,3/1/2016
670118,Feb-98,239,2079.725153,2/1/2014,58.7,2/1/2016
670124,Apr-77,25058,5527.14,1/1/2012,502.56,5/1/2016
670133,Mar-89,54285,48963.55008,2/1/2016,816.01,2/1/2016
670149,Jun-88,6676,2336.134044,2/1/2014,67.36,2/1/2014
670159,Nov-99,10082,36406.37634,1/1/2014,14162.34,5/1/2015
670165,Aug-96,5855,5721.2,11/1/2011,252.65,5/1/2016
670178,Aug-80,38197,45349.77993,3/1/2015,8622.67,5/1/2016
670192,3-Feb,10338,19028.70995,2/1/2016,316.27,2/1/2016
670222,Nov-97,8095,33477.76759,5/1/2013,17059.85,6/1/2013
670226,Jun-94,3659,7089.853859,1/1/2013,4227.33,7/1/2015
670233,Nov-99,18765,6934.323595,3/1/2013,2248.08,10/1/2015
670267,2-Sep,14160,14091.488,3/1/2014,419.56,5/1/2016
670271,6-Jul,3681,1983.06,8/1/2011,330.91,9/1/2011
670277,Jun-99,7118,1105.154915,1/1/2013,424.45,3/1/2013
670280,Jun-94,7734,6057.241097,10/1/2011,4801.98,10/1/2011
670308,Jan-97,10692,19034.15887,2/1/2012,14367.61,5/1/2016
670331,Aug-00,10184,7371.960991,5/1/2012,4288.86,4/1/2015
670337,Dec-95,46167,13019.39743,5/1/2013,7158.83,9/1/2014
670353,Aug-90,5967,17178.58998,8/1/2015,1988.92,5/1/2016
670357,Dec-96,8600,2522.748094,6/1/2013,612,5/1/2016
670360,4-Nov,7391,6308.25581,2/1/2013,2208.8,1/1/2015
670388,5-Jun,6858,5064.407323,3/1/2014,153.41,2/1/2014
670397,May-97,10089,8501.649069,2/1/2012,5776.32,2/1/2012
670403,Aug-97,25945,10669.04471,3/1/2012,6958.76,4/1/2013
670409,Apr-91,29759,49121.61744,9/1/2013,21923.25,10/1/2013
670431,5-Jul,10914,23962.06,6/1/2015,3483.49,5/1/2016
670462,Dec-98,25923,1307.52,4/1/2011,655.33,5/1/2016
670466,Feb-92,8773,8273.355634,8/1/2011,7036.43,12/1/2013
670471,Apr-00,6525,4671.973757,2/1/2014,134.15,2/1/2014
670475,4-Sep,11117,695.76,8/1/2011,96.81,1/1/2012
670488,Jan-00,15760,8968.66102,2/1/2016,148.75,2/1/2016
670527,Jun-97,393,23421.13902,3/1/2014,710.14,5/1/2016
670547,Dec-73,14097,11747.07,11/1/2013,360.93,3/1/2014
670563,3-Apr,2062,12166.36676,2/1/2014,4824.53,2/1/2014
670575,Dec-88,17699,14845,3/1/2014,421.07,4/1/2014
670582,Oct-00,2071,12916.5262,2/1/2014,381.48,7/1/2014
670585,Feb-92,4535,6515.334116,3/1/2014,14.18,3/1/2016
670591,1-Aug,129183,23360.01624,3/1/2014,666.24,5/1/2016
670596,Jan-97,27829,12661.22446,3/1/2014,389.71,2/1/2014
670599,Dec-96,3041,11070.33621,2/1/2012,4388.21,9/1/2013
670625,Apr-97,11624,5428.627121,3/1/2013,1577.86,3/1/2013
670627,Nov-94,3405,15694.02999,2/1/2016,261.4,2/1/2016
670629,Feb-00,8482,26397.93,3/1/2011,26398.06,3/1/2011
670634,4-Feb,7156,16384.84623,4/1/2012,4101.51,5/1/2012
670653,5-Mar,1484,5831.406854,7/1/2013,1280.3,8/1/2013
670673,4-Mar,6534,14536.28002,11/1/2015,543.4,11/1/2015
670689,3-May,11902,11514.44401,7/1/2014,3532.81,8/1/2014
670699,Oct-91,637,38177.0359,3/1/2013,21161.22,1/1/2016
670717,Mar-95,7869,10877.08,10/1/2015,1073.2,10/1/2015
670723,Jul-00,9912,14385.24049,3/1/2014,431.76,5/1/2016
670757,Jun-94,31436,24085.40851,2/1/2013,8428.18,9/1/2015
670763,2-Mar,7199,4751.319509,1/1/2013,1771.8,5/1/2014
670765,Jan-95,48631,12877.27544,2/1/2013,3537.17,3/1/2013
670785,1-Nov,12094,11164.30985,3/1/2014,338.5,4/1/2016
670808,Dec-96,27005,6662.56,7/1/2012,417.03,5/1/2016
670812,Feb-95,2052,11114.39126,9/1/2013,1853.38,9/1/2013
670830,Sep-89,28127,6484.294063,2/1/2013,2315.72,3/1/2013
670832,Dec-95,44850,17519.71445,3/1/2014,499,2/1/2014
670841,1-Nov,2834,4696.998235,3/1/2014,141.22,10/1/2014
670852,Dec-99,2921,26882.74294,11/1/2011,20353.15,12/1/2011
670853,Nov-96,25043,35412.81126,4/1/2014,12402.37,5/1/2014
670870,2-Jul,8575,7565.48,5/1/2013,275.53,10/1/2013
670888,Nov-96,6342,6698.126837,3/1/2014,202.77,5/1/2016
670901,Nov-85,17222,10858.57103,3/1/2014,329.08,5/1/2016
670906,2-Aug,17279,7428.185242,12/1/2013,3263.15,12/1/2013
670935,May-90,11192,18980.69443,12/1/2013,2136.13,4/1/2016
670942,Sep-98,5928,6698.356742,3/1/2014,203.62,1/1/2016
670978,Sep-96,11379,11659.20064,3/1/2014,336.39,5/1/2016
670997,Dec-97,42871,13843.30917,3/1/2014,418.32,5/1/2016
671030,Jan-94,7239,11616.14039,3/1/2014,350.63,5/1/2016
671047,Sep-97,275,7226.242254,6/1/2013,3726.94,7/1/2013
671073,7-Sep,4220,2944.506515,3/1/2014,85.19,2/1/2014
671087,Apr-98,22001,11508.14379,10/1/2011,9046.1,8/1/2014
671101,Dec-61,6344,7277.193003,1/1/2014,2993.34,3/1/2016
671136,Sep-89,6230,7323.111055,3/1/2014,215.56,1/1/2015
671163,4-Sep,9394,11264.44398,10/1/2012,1699.51,1/1/2016
671167,Sep-84,6102,10141.21053,5/1/2011,9538.14,5/1/2016
671179,Oct-93,8369,5415.094267,10/1/2013,495.46,10/1/2013
671193,Mar-89,39308,23814.59108,3/1/2014,721.83,2/1/2014
671194,Dec-94,0,9343.831239,3/1/2014,265.79,9/1/2014
671197,Mar-92,708,11075.09645,2/1/2013,3936.61,5/1/2016
671210,Sep-86,424,7642.507691,3/1/2014,245.38,2/1/2014
671238,Apr-93,16626,28898.27,1/1/2015,6356.45,2/1/2016
671243,Jul-98,8220,7487.211264,5/1/2012,5327.58,9/1/2015
671259,7-Jan,3312,5421.46,12/1/2013,27.4,5/1/2016
671363,Oct-00,6662,9280.019394,4/1/2014,301.14,3/1/2014
671365,Mar-92,8971,8774.825639,2/1/2013,3106.18,4/1/2016
671373,Dec-93,18234,28958.97,4/1/2016,482.62,4/1/2016
671393,Nov-98,4520,27395.54522,4/1/2014,10056.75,4/1/2014
671416,Jun-99,13809,8781.46,5/1/2012,320,9/1/2012
671452,Oct-88,31099,1753.23,10/1/2011,200,1/1/2012
671468,Dec-82,18021,18669.22498,3/1/2014,331.21,5/1/2016
671498,Nov-99,9667,6968.527625,3/1/2014,198.17,2/1/2014
671516,5-Nov,0,559.17,11/1/2011,62.32,5/1/2016
671552,Nov-98,8647,7600.906344,3/1/2014,227.29,2/1/2014
671578,Mar-99,9153,24086.60481,2/1/2012,51.99,6/1/2012
671613,Jul-96,4302,4670.256404,10/1/2013,765.78,2/1/2016
671761,Jul-94,8810,22151.36,4/1/2013,852.02,5/1/2016
671782,5-Feb,0,3960.037652,11/1/2011,3001.09,12/1/2011
671796,Apr-00,8472,25800.31,4/1/2011,25803.08,10/1/2015
671803,Jun-97,21363,17828.95198,10/1/2012,1969.33,10/1/2012
671807,May-00,4504,3161.853851,7/1/2012,1479.67,2/1/2016
671846,3-Aug,1694,6449.782699,3/1/2013,362.73,6/1/2013
671870,Jan-92,22484,23108.45231,7/1/2011,20167.75,4/1/2016
671891,3-Apr,5557,7284.881137,3/1/2014,215.06,2/1/2014
671912,May-98,935,3275.359156,3/1/2014,103.42,2/1/2014
671932,4-Sep,1814,8615.88,8/1/2014,194.52,1/1/2015
671941,Feb-91,17353,8291.793397,5/1/2011,7740.14,4/1/2016
671943,Jan-97,20130,13806.2777,6/1/2013,1293.74,2/1/2015
671962,Jul-84,10899,22074.93,1/1/2015,4912.46,2/1/2015
671966,Nov-00,29513,16728.49903,3/1/2014,514.7,4/1/2016
671975,Feb-99,9725,23609.37864,3/1/2014,744.09,5/1/2016
671996,6-Sep,7812,6151.844798,8/1/2013,1212.31,10/1/2015
672025,Oct-72,8532,26644.35576,3/1/2014,9849.26,3/1/2014
672042,Dec-93,25795,4795.8,3/1/2012,368.95,5/1/2016
672051,Oct-99,30798,36189.19,12/1/2015,1799.95,1/1/2016
672083,Nov-95,3434,14617.92025,6/1/2012,10452.51,7/1/2012
672086,Jan-99,7686,6183.272538,5/1/2013,3259.72,3/1/2015
672088,4-Feb,7155,14091.21646,3/1/2014,428.08,5/1/2016
672089,Jul-91,18025,44991.93994,3/1/2015,8538.96,4/1/2016
672108,Aug-89,19867,16765.17566,3/1/2012,10747.53,2/1/2015
672169,Oct-99,10541,15912.37177,10/1/2012,10183.42,11/1/2012
672173,5-Sep,8470,10825.64079,6/1/2012,6170.85,8/1/2013
672199,7-Jul,7991,5037.745531,3/1/2014,147.85,2/1/2014
672227,Nov-87,8995,14165.57522,3/1/2014,447.84,9/1/2014
672300,Oct-78,28431,8374.070004,3/1/2016,139.44,2/1/2016
672315,Sep-98,33529,11335.32151,3/1/2014,358.62,3/1/2014
672322,Sep-90,14831,6515.131136,3/1/2014,196.14,5/1/2016
672324,7-Jul,2761,11742.71026,3/1/2014,359.86,2/1/2014
672327,Mar-97,29563,15312.94371,4/1/2014,49.31,4/1/2016
672343,Jul-95,4201,10310.38328,10/1/2011,29.84,12/1/2015
672351,Oct-97,2754,3439.171415,6/1/2013,844.09,5/1/2016
672373,3-May,350,5806.093391,1/1/2012,2195.23,2/1/2012
672391,Nov-96,2409,3375.01,12/1/2011,306.36,4/1/2012
672419,Jan-96,7896,10510.88548,3/1/2014,298.15,5/1/2016
672441,Jan-91,50638,5153.730434,12/1/2011,295.43,12/1/2011
672469,Nov-96,9766,10150.52,3/1/2011,10151.28,3/1/2011
672476,Mar-89,12736,19061.46723,3/1/2016,317.16,5/1/2016
672501,Sep-91,21872,26716.80712,5/1/2013,13619.65,6/1/2013
672510,Aug-94,2899,16771.39354,4/1/2014,742.25,4/1/2014
672549,Nov-84,27858,52348.52089,3/1/2016,872.2,2/1/2016
672605,5-Oct,0,6970.975545,3/1/2014,212.14,5/1/2016
672642,Nov-98,1031,5499.113935,3/1/2012,4311.87,4/1/2016
672671,Nov-95,9113,11102.57365,3/1/2014,317.82,2/1/2014
672680,Feb-91,530,35479.48,3/1/2011,35479.89,3/1/2011
672692,Feb-99,3236,10383.60194,4/1/2014,373.25,5/1/2015
672705,Jul-84,2336,1422.134635,3/1/2013,461.33,2/1/2015
672711,Jan-87,38171,10042.79331,1/1/2014,851.63,5/1/2016
672712,Jan-94,18784,24280.43654,3/1/2014,715.17,5/1/2016
672722,Jan-87,16071,17518.2227,3/1/2014,499.75,3/1/2016
672723,May-90,37772,33633.21018,4/1/2016,560.17,4/1/2016
672731,1-Jun,24715,25825.62162,3/1/2013,14811.87,9/1/2014
672739,Mar-76,9203,14922.45144,3/1/2013,8265.75,4/1/2013
672742,Jul-98,23472,7507.850003,1/1/2015,1741.09,2/1/2015
672769,Nov-91,1667,16689.38042,7/1/2013,4580.36,7/1/2013
672798,Aug-90,13883,21917.21928,3/1/2012,14139.63,4/1/2014
672806,4-Aug,3005,11043.15913,3/1/2013,3616.1,4/1/2013
672861,2-May,9355,8979.760547,3/1/2014,285.26,9/1/2015
672866,3-Jan,453,2232.738316,3/1/2014,63.96,10/1/2014
